t[s],Converged,Pload,P7 (csv),Unresp (opf),P7 (rpf),Resp (opf),GLD Pub,BID?,P7 Min,V7,LMP_P7,LMP_Q7,Pgen1,Pgen2,Pgen3,Pgen4,Pdisp,Deg,c2,c1
142335,True,553.312,129.460,0.000,277.492,-0.000,148.032,False,0.000,0.931,666.135,0.000,247.00,192.00,0.00,127.28,0.00,0.0000,999.00000000,0.00000000
142350,True,552.086,129.460,0.000,276.266,-0.000,146.806,False,0.000,0.932,666.135,0.000,247.00,192.00,0.00,125.93,0.00,0.0000,999.00000000,0.00000000
142365,True,552.086,129.460,0.000,276.266,-0.000,146.806,False,0.000,0.932,666.135,0.000,247.00,192.00,0.00,125.93,0.00,0.0000,999.00000000,0.00000000
142380,True,552.086,129.460,0.000,276.266,-0.000,146.806,False,0.000,0.932,666.135,0.000,247.00,192.00,0.00,125.93,0.00,0.0000,999.00000000,0.00000000
142395,True,552.600,129.460,0.000,276.780,-0.000,147.320,False,0.000,0.932,666.135,0.000,247.00,192.00,0.00,126.50,0.00,0.0000,999.00000000,0.00000000
142410,True,551.822,129.460,0.000,276.002,-0.000,146.542,False,0.000,0.932,666.135,0.000,247.00,192.00,0.00,125.64,0.00,0.0000,999.00000000,0.00000000
142425,True,548.000,129.460,0.000,272.180,-0.000,142.720,False,0.000,0.934,666.135,0.000,247.00,192.00,0.00,121.47,0.00,0.0000,999.00000000,0.00000000
142440,True,544.410,129.460,0.000,268.590,-0.000,139.130,False,0.000,0.936,666.135,0.000,247.00,192.00,0.00,117.56,0.00,0.0000,999.00000000,0.00000000
142455,True,548.413,129.460,0.000,272.593,-0.000,143.133,False,0.000,0.934,666.135,0.000,247.00,192.00,0.00,121.92,0.00,0.0000,999.00000000,0.00000000
142470,True,545.444,129.460,0.000,269.624,-0.000,140.164,False,0.000,0.935,666.135,0.000,247.00,192.00,0.00,118.68,0.00,0.0000,999.00000000,0.00000000
142485,True,555.394,136.520,0.000,276.684,-0.000,140.164,False,0.000,0.931,748.364,0.000,247.00,192.00,0.00,129.33,0.00,0.0000,999.00000000,0.00000000
142500,True,555.394,136.520,0.000,276.684,-0.000,140.164,False,0.000,0.931,748.364,0.000,247.00,192.00,0.00,129.33,0.00,0.0000,999.00000000,0.00000000
142515,True,557.102,136.520,0.000,278.392,-0.000,141.872,False,0.000,0.930,748.364,0.000,247.00,192.00,0.00,131.21,0.00,0.0000,999.00000000,0.00000000
142530,True,553.526,136.520,0.000,274.816,-0.000,138.296,False,0.000,0.932,748.364,0.000,247.00,192.00,0.00,127.29,0.00,0.0000,999.00000000,0.00000000
142545,True,553.526,136.520,0.000,274.816,-0.000,138.296,False,0.000,0.932,748.364,0.000,247.00,192.00,0.00,127.29,0.00,0.0000,999.00000000,0.00000000
142560,True,554.421,136.520,0.000,275.711,-0.000,139.191,False,0.000,0.932,748.364,0.000,247.00,192.00,0.00,128.27,0.00,0.0000,999.00000000,0.00000000
142575,True,554.421,136.520,0.000,275.711,-0.000,139.191,False,0.000,0.932,748.364,0.000,247.00,192.00,0.00,128.27,0.00,0.0000,999.00000000,0.00000000
142590,True,554.421,136.520,0.000,275.711,-0.000,139.191,False,0.000,0.932,748.364,0.000,247.00,192.00,0.00,128.27,0.00,0.0000,999.00000000,0.00000000
142605,True,551.856,136.520,0.000,273.146,-0.000,136.626,False,0.000,0.933,748.364,0.000,247.00,192.00,0.00,125.46,0.00,0.0000,999.00000000,0.00000000
142620,True,555.678,136.520,0.000,276.968,-0.000,140.448,False,0.000,0.931,748.364,0.000,247.00,192.00,0.00,129.65,0.00,0.0000,999.00000000,0.00000000
142635,True,555.678,136.520,0.000,276.968,-0.000,140.448,False,0.000,0.931,748.364,0.000,247.00,192.00,0.00,129.65,0.00,0.0000,999.00000000,0.00000000
142650,True,555.678,136.520,0.000,276.968,-0.000,140.448,False,0.000,0.931,748.364,0.000,247.00,192.00,0.00,129.65,0.00,0.0000,999.00000000,0.00000000
142665,True,560.388,136.520,0.000,281.678,-0.000,145.158,False,0.000,0.929,748.364,0.000,247.00,192.00,0.00,134.82,0.00,0.0000,999.00000000,0.00000000
142680,True,555.104,136.520,0.000,276.394,-0.000,139.874,False,0.000,0.932,748.364,0.000,247.00,192.00,0.00,129.02,0.00,0.0000,999.00000000,0.00000000
142695,True,556.316,136.520,0.000,277.606,-0.000,141.086,False,0.000,0.931,748.364,0.000,247.00,192.00,0.00,130.34,0.00,0.0000,999.00000000,0.00000000
142710,True,558.561,136.520,0.000,279.851,-0.000,143.331,False,0.000,0.930,748.364,0.000,247.00,192.00,0.00,132.81,0.00,0.0000,999.00000000,0.00000000
142725,True,556.524,136.520,0.000,277.814,-0.000,141.294,False,0.000,0.931,748.364,0.000,247.00,192.00,0.00,130.57,0.00,0.0000,999.00000000,0.00000000
142740,True,553.098,136.520,0.000,274.388,-0.000,137.868,False,0.000,0.933,748.364,0.000,247.00,192.00,0.00,126.82,0.00,0.0000,999.00000000,0.00000000
142755,True,549.817,136.520,0.000,271.107,-0.000,134.587,False,0.000,0.934,748.364,0.000,247.00,192.00,0.00,123.24,0.00,0.0000,999.00000000,0.00000000
142770,True,550.501,136.520,0.000,271.791,-0.000,135.271,False,0.000,0.934,748.364,0.000,247.00,192.00,0.00,123.98,0.00,0.0000,999.00000000,0.00000000
142785,True,545.541,129.600,0.000,264.871,-0.000,135.271,False,0.000,0.937,689.245,0.000,247.00,192.00,0.00,118.45,0.00,0.0000,999.00000000,0.00000000
142800,True,544.542,129.600,0.000,263.872,-0.000,134.272,False,0.000,0.938,689.245,0.000,247.00,192.00,0.00,117.36,0.00,0.0000,999.00000000,0.00000000
142815,True,544.542,129.600,0.000,263.872,-0.000,134.272,False,0.000,0.938,689.245,0.000,247.00,192.00,0.00,117.36,0.00,0.0000,999.00000000,0.00000000
142830,True,544.542,129.600,0.000,263.872,-0.000,134.272,False,0.000,0.938,689.245,0.000,247.00,192.00,0.00,117.36,0.00,0.0000,999.00000000,0.00000000
142845,True,548.940,129.600,0.000,268.270,-0.000,138.670,False,0.000,0.936,689.245,0.000,247.00,192.00,0.00,122.14,0.00,0.0000,999.00000000,0.00000000
142860,True,549.499,129.600,0.000,268.829,-0.000,139.229,False,0.000,0.935,689.245,0.000,247.00,192.00,0.00,122.75,0.00,0.0000,999.00000000,0.00000000
142875,True,549.499,129.600,0.000,268.829,-0.000,139.229,False,0.000,0.935,689.245,0.000,247.00,192.00,0.00,122.75,0.00,0.0000,999.00000000,0.00000000
142890,True,553.499,129.600,0.000,272.829,-0.000,143.229,False,0.000,0.933,689.245,0.000,247.00,192.00,0.00,127.11,0.00,0.0000,999.00000000,0.00000000
142905,True,556.106,129.600,0.000,275.436,-0.000,145.836,False,0.000,0.932,689.245,0.000,247.00,192.00,0.00,129.96,0.00,0.0000,999.00000000,0.00000000
142920,True,556.572,129.600,0.000,275.902,-0.000,146.302,False,0.000,0.932,689.245,0.000,247.00,192.00,0.00,130.48,0.00,0.0000,999.00000000,0.00000000
142935,True,559.301,129.600,0.000,278.631,-0.000,149.031,False,0.000,0.930,689.245,0.000,247.00,192.00,0.00,133.47,0.00,0.0000,999.00000000,0.00000000
142950,True,559.301,129.600,0.000,278.631,-0.000,149.031,False,0.000,0.930,689.245,0.000,247.00,192.00,0.00,133.47,0.00,0.0000,999.00000000,0.00000000
142965,True,556.503,129.600,0.000,275.833,-0.000,146.233,False,0.000,0.932,689.245,0.000,247.00,192.00,0.00,130.40,0.00,0.0000,999.00000000,0.00000000
142980,True,558.850,129.600,0.000,278.180,-0.000,148.580,False,0.000,0.930,689.245,0.000,247.00,192.00,0.00,132.97,0.00,0.0000,999.00000000,0.00000000
142995,True,558.850,129.600,0.000,278.180,-0.000,148.580,False,0.000,0.930,689.245,0.000,247.00,192.00,0.00,132.97,0.00,0.0000,999.00000000,0.00000000
143010,True,557.236,129.600,0.000,276.566,-0.000,146.966,False,0.000,0.931,689.245,0.000,247.00,192.00,0.00,131.20,0.00,0.0000,999.00000000,0.00000000
143025,True,556.515,129.600,0.000,275.845,-0.000,146.245,False,0.000,0.932,689.245,0.000,247.00,192.00,0.00,130.41,0.00,0.0000,999.00000000,0.00000000
143040,True,555.246,129.600,0.000,274.576,-0.000,144.976,False,0.000,0.932,689.245,0.000,247.00,192.00,0.00,129.02,0.00,0.0000,999.00000000,0.00000000
143055,True,553.321,129.600,0.000,272.651,-0.000,143.051,False,0.000,0.933,689.245,0.000,247.00,192.00,0.00,126.92,0.00,0.0000,999.00000000,0.00000000
143070,True,549.634,129.600,0.000,268.964,-0.000,139.364,False,0.000,0.935,689.245,0.000,247.00,192.00,0.00,122.90,0.00,0.0000,999.00000000,0.00000000
143085,True,552.088,139.580,0.000,279.808,-0.000,140.228,False,0.000,0.930,728.528,0.000,247.00,192.00,0.00,126.21,0.00,0.0000,999.00000000,0.00000000
143100,True,554.846,139.580,0.000,282.566,-0.000,142.986,False,0.000,0.929,728.528,0.000,247.00,192.00,0.00,129.24,0.00,0.0000,999.00000000,0.00000000
143115,True,552.472,139.580,0.000,280.192,-0.000,140.612,False,0.000,0.930,728.528,0.000,247.00,192.00,0.00,126.63,0.00,0.0000,999.00000000,0.00000000
143130,True,556.487,139.580,0.000,284.207,-0.000,144.627,False,0.000,0.928,728.528,0.000,247.00,192.00,0.00,131.05,0.00,0.0000,999.00000000,0.00000000
143145,True,557.188,139.580,0.000,284.908,-0.000,145.328,False,0.000,0.927,728.528,0.000,247.00,192.00,0.00,131.82,0.00,0.0000,999.00000000,0.00000000
143160,True,557.188,139.580,0.000,284.908,-0.000,145.328,False,0.000,0.927,728.528,0.000,247.00,192.00,0.00,131.82,0.00,0.0000,999.00000000,0.00000000
143175,True,559.369,139.580,0.000,287.089,-0.000,147.509,False,0.000,0.926,728.528,0.000,247.00,192.00,0.00,134.23,0.00,0.0000,999.00000000,0.00000000
143190,True,561.004,139.580,0.000,288.724,-0.000,149.144,False,0.000,0.925,728.528,0.000,247.00,192.00,0.00,136.03,0.00,0.0000,999.00000000,0.00000000
143205,True,563.102,139.580,0.000,290.822,-0.000,151.242,False,0.000,0.924,728.528,0.000,247.00,192.00,0.00,138.35,0.00,0.0000,999.00000000,0.00000000
143220,True,563.102,139.580,0.000,290.822,-0.000,151.242,False,0.000,0.924,728.528,0.000,247.00,192.00,0.00,138.35,0.00,0.0000,999.00000000,0.00000000
143235,True,558.750,139.580,0.000,286.470,-0.000,146.890,False,0.000,0.926,728.528,0.000,247.00,192.00,0.00,133.54,0.00,0.0000,999.00000000,0.00000000
143250,True,555.782,139.580,0.000,283.502,-0.000,143.922,False,0.000,0.928,728.528,0.000,247.00,192.00,0.00,130.27,0.00,0.0000,999.00000000,0.00000000
143265,True,562.014,139.580,0.000,289.734,-0.000,150.154,False,0.000,0.925,728.528,0.000,247.00,192.00,0.00,137.15,0.00,0.0000,999.00000000,0.00000000
143280,True,561.126,139.580,0.000,288.846,-0.000,149.266,False,0.000,0.925,728.528,0.000,247.00,192.00,0.00,136.17,0.00,0.0000,999.00000000,0.00000000
143295,True,558.845,139.580,0.000,286.565,-0.000,146.985,False,0.000,0.926,728.528,0.000,247.00,192.00,0.00,133.65,0.00,0.0000,999.00000000,0.00000000
143310,True,557.382,139.580,0.000,285.102,-0.000,145.522,False,0.000,0.927,728.528,0.000,247.00,192.00,0.00,132.04,0.00,0.0000,999.00000000,0.00000000
143325,True,557.382,139.580,0.000,285.102,-0.000,145.522,False,0.000,0.927,728.528,0.000,247.00,192.00,0.00,132.04,0.00,0.0000,999.00000000,0.00000000
143340,True,559.302,139.580,0.000,287.022,-0.000,147.442,False,0.000,0.926,728.528,0.000,247.00,192.00,0.00,134.15,0.00,0.0000,999.00000000,0.00000000
143355,True,558.117,139.580,0.000,285.837,-0.000,146.257,False,0.000,0.927,728.528,0.000,247.00,192.00,0.00,132.85,0.00,0.0000,999.00000000,0.00000000
143370,True,554.006,139.580,0.000,281.726,-0.000,142.146,False,0.000,0.929,728.528,0.000,247.00,192.00,0.00,128.32,0.00,0.0000,999.00000000,0.00000000
143385,True,546.346,133.420,0.000,275.566,-0.000,142.146,False,0.000,0.932,694.076,0.000,247.00,192.00,0.00,120.04,0.00,0.0000,999.00000000,0.00000000
143400,True,547.854,133.420,0.000,277.074,-0.000,143.654,False,0.000,0.932,694.076,0.000,247.00,192.00,0.00,121.69,0.00,0.0000,999.00000000,0.00000000
143415,True,547.455,133.420,0.000,276.675,-0.000,143.255,False,0.000,0.932,694.076,0.000,247.00,192.00,0.00,121.25,0.00,0.0000,999.00000000,0.00000000
143430,True,549.522,133.420,0.000,278.742,-0.000,145.322,False,0.000,0.931,694.076,0.000,247.00,192.00,0.00,123.51,0.00,0.0000,999.00000000,0.00000000
143445,True,547.378,133.420,0.000,276.598,-0.000,143.178,False,0.000,0.932,694.076,0.000,247.00,192.00,0.00,121.17,0.00,0.0000,999.00000000,0.00000000
143460,True,546.398,133.420,0.000,275.618,-0.000,142.198,False,0.000,0.932,694.076,0.000,247.00,192.00,0.00,120.09,0.00,0.0000,999.00000000,0.00000000
143475,True,545.249,133.420,0.000,274.469,-0.000,141.049,False,0.000,0.933,694.076,0.000,247.00,192.00,0.00,118.84,0.00,0.0000,999.00000000,0.00000000
143490,True,550.191,133.420,0.000,279.411,-0.000,145.991,False,0.000,0.930,694.076,0.000,247.00,192.00,0.00,124.25,0.00,0.0000,999.00000000,0.00000000
143505,True,546.053,133.420,0.000,275.273,-0.000,141.853,False,0.000,0.933,694.076,0.000,247.00,192.00,0.00,119.72,0.00,0.0000,999.00000000,0.00000000
143520,True,545.329,133.420,0.000,274.549,-0.000,141.129,False,0.000,0.933,694.076,0.000,247.00,192.00,0.00,118.92,0.00,0.0000,999.00000000,0.00000000
143535,True,543.259,133.420,0.000,272.479,-0.000,139.059,False,0.000,0.934,694.076,0.000,247.00,192.00,0.00,116.66,0.00,0.0000,999.00000000,0.00000000
143550,True,540.620,133.420,0.000,269.840,-0.000,136.420,False,0.000,0.935,694.076,0.000,247.00,192.00,0.00,113.79,0.00,0.0000,999.00000000,0.00000000
143565,True,544.365,133.420,0.000,273.585,-0.000,140.165,False,0.000,0.934,694.076,0.000,247.00,192.00,0.00,117.87,0.00,0.0000,999.00000000,0.00000000
143580,True,543.296,133.420,0.000,272.516,-0.000,139.096,False,0.000,0.934,694.076,0.000,247.00,192.00,0.00,116.70,0.00,0.0000,999.00000000,0.00000000
143595,True,541.943,133.420,0.000,271.163,-0.000,137.743,False,0.000,0.935,694.076,0.000,247.00,192.00,0.00,115.23,0.00,0.0000,999.00000000,0.00000000
143610,True,543.159,133.420,0.000,272.379,-0.000,138.959,False,0.000,0.934,694.076,0.000,247.00,192.00,0.00,116.56,0.00,0.0000,999.00000000,0.00000000
143625,True,543.159,133.420,0.000,272.379,-0.000,138.959,False,0.000,0.934,694.076,0.000,247.00,192.00,0.00,116.56,0.00,0.0000,999.00000000,0.00000000
143640,True,549.377,133.420,0.000,278.597,-0.000,145.177,False,0.000,0.931,694.076,0.000,247.00,192.00,0.00,123.36,0.00,0.0000,999.00000000,0.00000000
143655,True,551.331,133.420,0.000,280.551,-0.000,147.131,False,0.000,0.930,694.076,0.000,247.00,192.00,0.00,125.50,0.00,0.0000,999.00000000,0.00000000
143670,True,553.408,133.420,0.000,282.628,-0.000,149.208,False,0.000,0.929,694.076,0.000,247.00,192.00,0.00,127.78,0.00,0.0000,999.00000000,0.00000000
143685,True,564.960,133.740,0.000,282.480,-0.000,148.740,False,0.000,0.928,805.760,0.000,247.00,192.00,0.00,139.54,0.00,0.0000,999.00000000,0.00000000
143700,True,567.548,133.740,0.000,285.068,-0.000,151.328,False,0.000,0.927,805.760,0.000,247.00,192.00,0.00,142.40,0.00,0.0000,999.00000000,0.00000000
143715,True,562.618,133.740,0.000,280.138,-0.000,146.398,False,0.000,0.929,805.760,0.000,247.00,192.00,0.00,136.97,0.00,0.0000,999.00000000,0.00000000
143730,True,559.400,133.740,0.000,276.920,-0.000,143.180,False,0.000,0.931,805.760,0.000,247.00,192.00,0.00,133.43,0.00,0.0000,999.00000000,0.00000000
143745,True,559.400,133.740,0.000,276.920,-0.000,143.180,False,0.000,0.931,805.760,0.000,247.00,192.00,0.00,133.43,0.00,0.0000,999.00000000,0.00000000
143760,True,562.231,133.740,0.000,279.751,-0.000,146.011,False,0.000,0.930,805.760,0.000,247.00,192.00,0.00,136.54,0.00,0.0000,999.00000000,0.00000000
143775,True,561.072,133.740,0.000,278.592,-0.000,144.852,False,0.000,0.930,805.760,0.000,247.00,192.00,0.00,135.27,0.00,0.0000,999.00000000,0.00000000
143790,True,561.072,133.740,0.000,278.592,-0.000,144.852,False,0.000,0.930,805.760,0.000,247.00,192.00,0.00,135.27,0.00,0.0000,999.00000000,0.00000000
143805,True,562.492,133.740,0.000,280.012,-0.000,146.272,False,0.000,0.929,805.760,0.000,247.00,192.00,0.00,136.83,0.00,0.0000,999.00000000,0.00000000
143820,True,559.866,133.740,0.000,277.386,-0.000,143.646,False,0.000,0.931,805.760,0.000,247.00,192.00,0.00,133.95,0.00,0.0000,999.00000000,0.00000000
143835,True,559.189,133.740,0.000,276.709,-0.000,142.969,False,0.000,0.931,805.760,0.000,247.00,192.00,0.00,133.20,0.00,0.0000,999.00000000,0.00000000
143850,True,561.076,133.740,0.000,278.596,-0.000,144.856,False,0.000,0.930,805.760,0.000,247.00,192.00,0.00,135.27,0.00,0.0000,999.00000000,0.00000000
143865,True,561.076,133.740,0.000,278.596,-0.000,144.856,False,0.000,0.930,805.760,0.000,247.00,192.00,0.00,135.27,0.00,0.0000,999.00000000,0.00000000
143880,True,562.072,133.740,0.000,279.592,-0.000,145.852,False,0.000,0.930,805.760,0.000,247.00,192.00,0.00,136.37,0.00,0.0000,999.00000000,0.00000000
143895,True,563.574,133.740,0.000,281.094,-0.000,147.354,False,0.000,0.929,805.760,0.000,247.00,192.00,0.00,138.02,0.00,0.0000,999.00000000,0.00000000
143910,True,562.591,133.740,0.000,280.111,-0.000,146.371,False,0.000,0.929,805.760,0.000,247.00,192.00,0.00,136.94,0.00,0.0000,999.00000000,0.00000000
143925,True,563.116,133.740,0.000,280.636,-0.000,146.896,False,0.000,0.929,805.760,0.000,247.00,192.00,0.00,137.51,0.00,0.0000,999.00000000,0.00000000
143940,True,563.116,133.740,0.000,280.636,-0.000,146.896,False,0.000,0.929,805.760,0.000,247.00,192.00,0.00,137.51,0.00,0.0000,999.00000000,0.00000000
143955,True,565.750,133.740,0.000,283.270,-0.000,149.530,False,0.000,0.928,805.760,0.000,247.00,192.00,0.00,140.41,0.00,0.0000,999.00000000,0.00000000
143970,True,567.613,133.740,0.000,285.133,-0.000,151.393,False,0.000,0.927,805.760,0.000,247.00,192.00,0.00,142.47,0.00,0.0000,999.00000000,0.00000000
143985,True,553.308,130.980,0.000,281.708,-0.000,150.728,False,0.000,0.929,735.850,0.000,247.00,192.00,0.00,127.61,0.00,0.0000,999.00000000,0.00000000
144000,True,554.866,130.980,0.000,283.266,-0.000,152.286,False,0.000,0.928,735.850,0.000,247.00,192.00,0.00,129.32,0.00,0.0000,999.00000000,0.00000000
144015,True,554.412,130.980,0.000,282.812,-0.000,151.832,False,0.000,0.929,735.850,0.000,247.00,192.00,0.00,128.82,0.00,0.0000,999.00000000,0.00000000
144030,True,553.140,130.980,0.000,281.540,-0.000,150.560,False,0.000,0.929,735.850,0.000,247.00,192.00,0.00,127.42,0.00,0.0000,999.00000000,0.00000000
144045,True,554.593,130.980,0.000,282.993,-0.000,152.013,False,0.000,0.928,735.850,0.000,247.00,192.00,0.00,129.02,0.00,0.0000,999.00000000,0.00000000
144060,True,552.144,130.980,0.000,280.544,-0.000,149.564,False,0.000,0.930,735.850,0.000,247.00,192.00,0.00,126.33,0.00,0.0000,999.00000000,0.00000000
144075,True,549.780,130.980,0.000,278.180,-0.000,147.200,False,0.000,0.931,735.850,0.000,247.00,192.00,0.00,123.73,0.00,0.0000,999.00000000,0.00000000
144090,True,551.016,130.980,0.000,279.416,-0.000,148.436,False,0.000,0.930,735.850,0.000,247.00,192.00,0.00,125.09,0.00,0.0000,999.00000000,0.00000000
144105,True,549.269,130.980,0.000,277.669,-0.000,146.689,False,0.000,0.931,735.850,0.000,247.00,192.00,0.00,123.17,0.00,0.0000,999.00000000,0.00000000
144120,True,549.269,130.980,0.000,277.669,-0.000,146.689,False,0.000,0.931,735.850,0.000,247.00,192.00,0.00,123.17,0.00,0.0000,999.00000000,0.00000000
144135,True,551.518,130.980,0.000,279.918,-0.000,148.938,False,0.000,0.930,735.850,0.000,247.00,192.00,0.00,125.64,0.00,0.0000,999.00000000,0.00000000
144150,True,551.518,130.980,0.000,279.918,-0.000,148.938,False,0.000,0.930,735.850,0.000,247.00,192.00,0.00,125.64,0.00,0.0000,999.00000000,0.00000000
144165,True,545.117,130.980,0.000,273.517,-0.000,142.537,False,0.000,0.933,735.850,0.000,247.00,192.00,0.00,118.63,0.00,0.0000,999.00000000,0.00000000
144180,True,547.542,130.980,0.000,275.942,-0.000,144.962,False,0.000,0.932,735.850,0.000,247.00,192.00,0.00,121.28,0.00,0.0000,999.00000000,0.00000000
144195,True,550.673,130.980,0.000,279.073,-0.000,148.093,False,0.000,0.931,735.850,0.000,247.00,192.00,0.00,124.71,0.00,0.0000,999.00000000,0.00000000
144210,True,550.673,130.980,0.000,279.073,-0.000,148.093,False,0.000,0.931,735.850,0.000,247.00,192.00,0.00,124.71,0.00,0.0000,999.00000000,0.00000000
144225,True,554.030,130.980,0.000,282.430,-0.000,151.450,False,0.000,0.929,735.850,0.000,247.00,192.00,0.00,128.40,0.00,0.0000,999.00000000,0.00000000
144240,True,555.676,130.980,0.000,284.076,-0.000,153.096,False,0.000,0.928,735.850,0.000,247.00,192.00,0.00,130.21,0.00,0.0000,999.00000000,0.00000000
144255,True,554.092,130.980,0.000,282.492,-0.000,151.512,False,0.000,0.929,735.850,0.000,247.00,192.00,0.00,128.47,0.00,0.0000,999.00000000,0.00000000
144270,True,550.236,130.980,0.000,278.636,-0.000,147.656,False,0.000,0.931,735.850,0.000,247.00,192.00,0.00,124.23,0.00,0.0000,999.00000000,0.00000000
144285,True,558.116,135.240,0.000,282.896,-0.000,147.656,False,0.000,0.928,764.696,0.000,247.00,192.00,0.00,132.60,0.00,0.0000,999.00000000,0.00000000
144300,True,559.308,135.240,0.000,284.088,-0.000,148.848,False,0.000,0.928,764.696,0.000,247.00,192.00,0.00,133.91,0.00,0.0000,999.00000000,0.00000000
144315,True,557.845,135.240,0.000,282.625,-0.000,147.385,False,0.000,0.928,764.696,0.000,247.00,192.00,0.00,132.30,0.00,0.0000,999.00000000,0.00000000
144330,True,555.076,135.240,0.000,279.856,-0.000,144.616,False,0.000,0.930,764.696,0.000,247.00,192.00,0.00,129.26,0.00,0.0000,999.00000000,0.00000000
144345,True,556.398,135.240,0.000,281.178,-0.000,145.938,False,0.000,0.929,764.696,0.000,247.00,192.00,0.00,130.71,0.00,0.0000,999.00000000,0.00000000
144360,True,560.098,135.240,0.000,284.878,-0.000,149.638,False,0.000,0.927,764.696,0.000,247.00,192.00,0.00,134.78,0.00,0.0000,999.00000000,0.00000000
144375,True,554.719,135.240,0.000,279.499,-0.000,144.259,False,0.000,0.930,764.696,0.000,247.00,192.00,0.00,128.87,0.00,0.0000,999.00000000,0.00000000
144390,True,556.468,135.240,0.000,281.248,-0.000,146.008,False,0.000,0.929,764.696,0.000,247.00,192.00,0.00,130.79,0.00,0.0000,999.00000000,0.00000000
144405,True,558.428,135.240,0.000,283.208,-0.000,147.968,False,0.000,0.928,764.696,0.000,247.00,192.00,0.00,132.94,0.00,0.0000,999.00000000,0.00000000
144420,True,557.417,135.240,0.000,282.197,-0.000,146.957,False,0.000,0.929,764.696,0.000,247.00,192.00,0.00,131.83,0.00,0.0000,999.00000000,0.00000000
144435,True,553.583,135.240,0.000,278.363,-0.000,143.123,False,0.000,0.931,764.696,0.000,247.00,192.00,0.00,127.62,0.00,0.0000,999.00000000,0.00000000
144450,True,551.929,135.240,0.000,276.709,-0.000,141.469,False,0.000,0.932,764.696,0.000,247.00,192.00,0.00,125.81,0.00,0.0000,999.00000000,0.00000000
144465,True,547.371,135.240,0.000,272.151,-0.000,136.911,False,0.000,0.934,764.696,0.000,247.00,192.00,0.00,120.82,0.00,0.0000,999.00000000,0.00000000
144480,True,543.687,135.240,0.000,268.467,-0.000,133.227,False,0.000,0.936,764.696,0.000,247.00,192.00,0.00,116.81,0.00,0.0000,999.00000000,0.00000000
144495,True,545.237,135.240,0.000,270.017,-0.000,134.777,False,0.000,0.935,764.696,0.000,247.00,192.00,0.00,118.50,0.00,0.0000,999.00000000,0.00000000
144510,True,546.929,135.240,0.000,271.709,-0.000,136.469,False,0.000,0.934,764.696,0.000,247.00,192.00,0.00,120.34,0.00,0.0000,999.00000000,0.00000000
144525,True,544.432,135.240,0.000,269.212,-0.000,133.972,False,0.000,0.935,764.696,0.000,247.00,192.00,0.00,117.62,0.00,0.0000,999.00000000,0.00000000
144540,True,545.220,135.240,0.000,270.000,-0.000,134.760,False,0.000,0.935,764.696,0.000,247.00,192.00,0.00,118.48,0.00,0.0000,999.00000000,0.00000000
144555,True,546.804,135.240,0.000,271.584,-0.000,136.344,False,0.000,0.934,764.696,0.000,247.00,192.00,0.00,120.21,0.00,0.0000,999.00000000,0.00000000
144570,True,550.792,135.240,0.000,275.572,-0.000,140.332,False,0.000,0.932,764.696,0.000,247.00,192.00,0.00,124.56,0.00,0.0000,999.00000000,0.00000000
144585,True,549.882,133.540,0.000,276.362,-0.000,142.822,False,0.000,0.932,715.292,0.000,247.00,192.00,0.00,123.70,0.00,0.0000,999.00000000,0.00000000
144600,True,554.741,133.540,0.000,281.221,-0.000,147.681,False,0.000,0.929,715.292,0.000,247.00,192.00,0.00,129.03,0.00,0.0000,999.00000000,0.00000000
144615,True,557.448,133.540,0.000,283.928,-0.000,150.388,False,0.000,0.928,715.292,0.000,247.00,192.00,0.00,132.00,0.00,0.0000,999.00000000,0.00000000
144630,True,559.512,133.540,0.000,285.992,-0.000,152.452,False,0.000,0.927,715.292,0.000,247.00,192.00,0.00,134.28,0.00,0.0000,999.00000000,0.00000000
144645,True,551.888,133.540,0.000,278.368,-0.000,144.828,False,0.000,0.931,715.292,0.000,247.00,192.00,0.00,125.90,0.00,0.0000,999.00000000,0.00000000
144660,True,551.888,133.540,0.000,278.368,-0.000,144.828,False,0.000,0.931,715.292,0.000,247.00,192.00,0.00,125.90,0.00,0.0000,999.00000000,0.00000000
144675,True,551.888,133.540,0.000,278.368,-0.000,144.828,False,0.000,0.931,715.292,0.000,247.00,192.00,0.00,125.90,0.00,0.0000,999.00000000,0.00000000
144690,True,556.023,133.540,0.000,282.503,-0.000,148.963,False,0.000,0.929,715.292,0.000,247.00,192.00,0.00,130.44,0.00,0.0000,999.00000000,0.00000000
144705,True,556.023,133.540,0.000,282.503,-0.000,148.963,False,0.000,0.929,715.292,0.000,247.00,192.00,0.00,130.44,0.00,0.0000,999.00000000,0.00000000
144720,True,552.907,133.540,0.000,279.387,-0.000,145.847,False,0.000,0.930,715.292,0.000,247.00,192.00,0.00,127.01,0.00,0.0000,999.00000000,0.00000000
144735,True,552.907,133.540,0.000,279.387,-0.000,145.847,False,0.000,0.930,715.292,0.000,247.00,192.00,0.00,127.01,0.00,0.0000,999.00000000,0.00000000
144750,True,552.907,133.540,0.000,279.387,-0.000,145.847,False,0.000,0.930,715.292,0.000,247.00,192.00,0.00,127.01,0.00,0.0000,999.00000000,0.00000000
144765,True,552.907,133.540,0.000,279.387,-0.000,145.847,False,0.000,0.930,715.292,0.000,247.00,192.00,0.00,127.01,0.00,0.0000,999.00000000,0.00000000
