# file...... outputs/current_output_2.csv
# date...... Fri May  3 12:55:17 2019
# user...... keegan
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,branch_2_meter_1:measured_current_A,branch_2_meter_1:measured_current_B,branch_2_meter_1:measured_current_C,branch_2_meter_2:measured_current_A,branch_2_meter_2:measured_current_B,branch_2_meter_2:measured_current_C,branch_2_meter_3:measured_current_A,branch_2_meter_3:measured_current_B,branch_2_meter_3:measured_current_C,branch_2_meter_4:measured_current_A,branch_2_meter_4:measured_current_B,branch_2_meter_4:measured_current_C,branch_2_meter_5:measured_current_A,branch_2_meter_5:measured_current_B,branch_2_meter_5:measured_current_C
2013-07-01 08:10:00 PDT,+0.145846-0.0165521j,-0.0872969-0.118056j,+0.0768335-0.132872j,+0.145846-0.0165521j,-0.0872969-0.118056j,+0.0384177-0.0664349j,+0.222603-0.0165235j,-0.0872969-0.118056j,+0.0384177-0.0664349j,+0.0729224-0.0082767j,-0.0872969-0.118056j,+0.0384177-0.0664349j,+0.14968-0.00824869j,-0.0872969-0.118056j,+0.0384177-0.0664349j
2013-07-01 08:11:00 PDT,+0.141664-0.0165553j,-0.0852084-0.114434j,+0.0789287-0.13649j,+0.141664-0.0165553j,-0.0852084-0.114434j,+0.0394653-0.068244j,+0.220512-0.0165249j,-0.0852084-0.114434j,+0.0394653-0.068244j,+0.0708315-0.00827831j,-0.0852084-0.114434j,+0.0394653-0.068244j,+0.14968-0.00824843j,-0.0852084-0.114434j,+0.0394653-0.068244j
2013-07-01 08:12:00 PDT,+0.137413-0.0165587j,-0.0830851-0.110752j,+0.0810591-0.140169j,+0.137413-0.0165587j,-0.0830851-0.110752j,+0.0405306-0.0700832j,+0.218386-0.0165263j,-0.0830851-0.110752j,+0.0405306-0.0700832j,+0.0687057-0.00828002j,-0.0830851-0.110752j,+0.0405306-0.0700832j,+0.14968-0.00824816j,-0.0830851-0.110752j,+0.0405306-0.0700832j
2013-07-01 08:13:00 PDT,+0.133093-0.0165623j,-0.0809277-0.10701j,+0.083224-0.143906j,+0.133093-0.0165623j,-0.0809277-0.10701j,+0.041613-0.0719522j,+0.216226-0.0165278j,-0.0809277-0.10701j,+0.041613-0.0719522j,+0.0665456-0.00828182j,-0.0809277-0.10701j,+0.041613-0.0719522j,+0.14968-0.00824788j,-0.0809277-0.10701j,+0.041613-0.0719522j
2013-07-01 08:14:00 PDT,+0.128705-0.0165661j,-0.0787368-0.103209j,+0.0854227-0.147703j,+0.128705-0.0165661j,-0.0787368-0.103209j,+0.0427124-0.0738502j,+0.214032-0.0165294j,-0.0787368-0.103209j,+0.0427124-0.0738502j,+0.0643518-0.00828371j,-0.0787368-0.103209j,+0.0427124-0.0738502j,+0.14968-0.0082476j,-0.0787368-0.103209j,+0.0427124-0.0738502j
2013-07-01 08:15:00 PDT,+0.124251-0.01657j,-0.0765131-0.0993518j,+0.0876546-0.151556j,+0.124251-0.01657j,-0.0765131-0.0993518j,+0.0438285-0.0757767j,+0.211806-0.0165311j,-0.0765131-0.0993518j,+0.0438285-0.0757767j,+0.062125-0.00828569j,-0.0765131-0.0993518j,+0.0438285-0.0757767j,+0.14968-0.00824732j,-0.0765131-0.0993518j,+0.0438285-0.0757767j
2013-07-01 08:16:00 PDT,+0.119733-0.0165742j,-0.0742572-0.0954382j,+0.0899191-0.155465j,+0.119733-0.0165742j,-0.0742572-0.0954382j,+0.0449607-0.0777311j,+0.209547-0.0165329j,-0.0742572-0.0954382j,+0.0449607-0.0777311j,+0.0598659-0.00828777j,-0.0742572-0.0954382j,+0.0449607-0.0777311j,+0.14968-0.00824703j,-0.0742572-0.0954382j,+0.0449607-0.0777311j
2013-07-01 08:17:00 PDT,+0.115152-0.0165786j,-0.0719698-0.0914697j,+0.0922155-0.159428j,+0.115152-0.0165786j,-0.0719698-0.0914697j,+0.046109-0.0797129j,+0.207256-0.0165348j,-0.0719698-0.0914697j,+0.046109-0.0797129j,+0.0575751-0.00828996j,-0.0719698-0.0914697j,+0.046109-0.0797129j,+0.14968-0.00824674j,-0.0719698-0.0914697j,+0.046109-0.0797129j
2013-07-01 08:18:00 PDT,+0.110508-0.0165831j,-0.0696516-0.0874472j,+0.0945431-0.163446j,+0.110508-0.0165831j,-0.0696516-0.0874472j,+0.0472729-0.0817216j,+0.204934-0.0165367j,-0.0696516-0.0874472j,+0.0472729-0.0817216j,+0.0552532-0.00829224j,-0.0696516-0.0874472j,+0.0472729-0.0817216j,+0.14968-0.00824645j,-0.0696516-0.0874472j,+0.0472729-0.0817216j
2013-07-01 08:19:00 PDT,+0.105803-0.0165879j,-0.0673032-0.0833721j,+0.0969014-0.167515j,+0.105803-0.0165879j,-0.0673032-0.0833721j,+0.0484521-0.0837565j,+0.202582-0.0165388j,-0.0673032-0.0833721j,+0.0484521-0.0837565j,+0.052901-0.00829463j,-0.0673032-0.0833721j,+0.0484521-0.0837565j,+0.14968-0.00824615j,-0.0673032-0.0833721j,+0.0484521-0.0837565j
2013-07-01 08:20:00 PDT,+0.101039-0.0165929j,-0.0649252-0.0792453j,+0.0992896-0.171637j,+0.101039-0.0165929j,-0.0649252-0.0792453j,+0.0496463-0.0858171j,+0.2002-0.016541j,-0.0649252-0.0792453j,+0.0496463-0.0858171j,+0.050519-0.00829713j,-0.0649252-0.0792453j,+0.0496463-0.0858171j,+0.14968-0.00824585j,-0.0649252-0.0792453j,+0.0496463-0.0858171j
2013-07-01 08:21:00 PDT,+0.0962172-0.0165981j,-0.0625184-0.075068j,+0.101707-0.175808j,+0.0962172-0.0165981j,-0.0625184-0.075068j,+0.0508551-0.0879028j,+0.197789-0.0165433j,-0.0625184-0.075068j,+0.0508551-0.0879028j,+0.0481079-0.00829974j,-0.0625184-0.075068j,+0.0508551-0.0879028j,+0.14968-0.00824554j,-0.0625184-0.075068j,+0.0508551-0.0879028j
2013-07-01 08:22:00 PDT,+0.0913381-0.0166036j,-0.0600833-0.0708414j,+0.104153-0.180029j,+0.0913381-0.0166036j,-0.0600833-0.0708414j,+0.0520783-0.090013j,+0.195349-0.0165457j,-0.0600833-0.0708414j,+0.0520783-0.090013j,+0.0456684-0.00830245j,-0.0600833-0.0708414j,+0.0520783-0.090013j,+0.14968-0.00824523j,-0.0600833-0.0708414j,+0.0520783-0.090013j
2013-07-01 08:23:00 PDT,+0.0864035-0.0166092j,-0.0576206-0.0665665j,+0.106628-0.184297j,+0.0864035-0.0166092j,-0.0576206-0.0665665j,+0.0533155-0.0921473j,+0.192882-0.0165482j,-0.0576206-0.0665665j,+0.0533155-0.0921473j,+0.043201-0.00830529j,-0.0576206-0.0665665j,+0.0533155-0.0921473j,+0.14968-0.00824492j,-0.0576206-0.0665665j,+0.0533155-0.0921473j
2013-07-01 08:24:00 PDT,+0.0814145-0.0166151j,-0.0551311-0.0622445j,+0.109129-0.188613j,+0.0814145-0.0166151j,-0.0551311-0.0622445j,+0.0545664-0.094305j,+0.190388-0.0165508j,-0.0551311-0.0622445j,+0.0545664-0.094305j,+0.0407065-0.00830823j,-0.0551311-0.0622445j,+0.0545664-0.094305j,+0.14968-0.0082446j,-0.0551311-0.0622445j,+0.0545664-0.094305j
2013-07-01 08:25:00 PDT,+0.0763725-0.0166212j,-0.0526153-0.0578765j,+0.111658-0.192974j,+0.0763725-0.0166212j,-0.0526153-0.0578765j,+0.0558307-0.0964855j,+0.187867-0.0165535j,-0.0526153-0.0578765j,+0.0558307-0.0964855j,+0.0381856-0.0083113j,-0.0526153-0.0578765j,+0.0558307-0.0964855j,+0.14968-0.00824428j,-0.0526153-0.0578765j,+0.0558307-0.0964855j
2013-07-01 08:26:00 PDT,+0.0712789-0.0166276j,-0.0500738-0.0534637j,+0.114212-0.19738j,+0.0712789-0.0166276j,-0.0500738-0.0534637j,+0.057108-0.0986884j,+0.18532-0.0165564j,-0.0500738-0.0534637j,+0.057108-0.0986884j,+0.0356387-0.00831448j,-0.0500738-0.0534637j,+0.057108-0.0986884j,+0.14968-0.00824395j,-0.0500738-0.0534637j,+0.057108-0.0986884j
2013-07-01 08:27:00 PDT,+0.0661348-0.0166342j,-0.0475074-0.049007j,+0.116792-0.201829j,+0.0661348-0.0166342j,-0.0475074-0.049007j,+0.0583981-0.100913j,+0.182748-0.0165594j,-0.0475074-0.049007j,+0.0583981-0.100913j,+0.0330667-0.00831778j,-0.0475074-0.049007j,+0.0583981-0.100913j,+0.14968-0.00824363j,-0.0475074-0.049007j,+0.0583981-0.100913j
2013-07-01 08:28:00 PDT,+0.0609416-0.016641j,-0.0449166-0.0445077j,+0.119397-0.206321j,+0.0609416-0.016641j,-0.0449166-0.0445077j,+0.0597006-0.103159j,+0.180151-0.0165624j,-0.0449166-0.0445077j,+0.0597006-0.103159j,+0.0304701-0.00832121j,-0.0449166-0.0445077j,+0.0597006-0.103159j,+0.14968-0.0082433j,-0.0449166-0.0445077j,+0.0597006-0.103159j
2013-07-01 08:29:00 PDT,+0.0557006-0.0166481j,-0.0423022-0.0399669j,+0.122026-0.210854j,+0.0557006-0.0166481j,-0.0423022-0.0399669j,+0.0610152-0.105425j,+0.177531-0.0165656j,-0.0423022-0.0399669j,+0.0610152-0.105425j,+0.0278496-0.00832476j,-0.0423022-0.0399669j,+0.0610152-0.105425j,+0.14968-0.00824297j,-0.0423022-0.0399669j,+0.0610152-0.105425j
2013-07-01 08:30:00 PDT,+0.050413-0.0166555j,-0.0396648-0.0353857j,+0.124679-0.215427j,+0.050413-0.0166555j,-0.0396648-0.0353857j,+0.0623415-0.107712j,+0.174887-0.016569j,-0.0396648-0.0353857j,+0.0623415-0.107712j,+0.0252058-0.00832844j,-0.0396648-0.0353857j,+0.0623415-0.107712j,+0.14968-0.00824263j,-0.0396648-0.0353857j,+0.0623415-0.107712j
2013-07-01 08:31:00 PDT,+0.0450802-0.0166631j,-0.037005-0.0307651j,+0.127354-0.220039j,+0.0450802-0.0166631j,-0.037005-0.0307651j,+0.0636793-0.110018j,+0.172221-0.0165724j,-0.037005-0.0307651j,+0.0636793-0.110018j,+0.0225394-0.00833224j,-0.037005-0.0307651j,+0.0636793-0.110018j,+0.14968-0.00824229j,-0.037005-0.0307651j,+0.0636793-0.110018j
2013-07-01 08:32:00 PDT,+0.0397035-0.016671j,-0.0343235-0.0261064j,+0.130052-0.224689j,+0.0397035-0.016671j,-0.0343235-0.0261064j,+0.0650282-0.112343j,+0.169532-0.016576j,-0.0343235-0.0261064j,+0.0650282-0.112343j,+0.019851-0.00833618j,-0.0343235-0.0261064j,+0.0650282-0.112343j,+0.14968-0.00824195j,-0.0343235-0.0261064j,+0.0650282-0.112343j
2013-07-01 08:33:00 PDT,+0.034284-0.0166791j,-0.0316209-0.0214105j,+0.132771-0.229376j,+0.034284-0.0166791j,-0.0316209-0.0214105j,+0.0663879-0.114686j,+0.166823-0.0165797j,-0.0316209-0.0214105j,+0.0663879-0.114686j,+0.0171413-0.00834024j,-0.0316209-0.0214105j,+0.0663879-0.114686j,+0.14968-0.0082416j,-0.0316209-0.0214105j,+0.0663879-0.114686j
2013-07-01 08:34:00 PDT,+0.0288232-0.0166875j,-0.0288979-0.0166787j,+0.135511-0.234098j,+0.0288232-0.0166875j,-0.0288979-0.0166787j,+0.0677581-0.117047j,+0.164092-0.0165836j,-0.0288979-0.0166787j,+0.0677581-0.117047j,+0.0144109-0.00834444j,-0.0288979-0.0166787j,+0.0677581-0.117047j,+0.149681-0.00824126j,-0.0288979-0.0166787j,+0.0677581-0.117047j
2013-07-01 08:35:00 PDT,+0.0233222-0.0166961j,-0.0261551-0.0119121j,+0.138272-0.238855j,+0.0233222-0.0166961j,-0.0261551-0.0119121j,+0.0691385-0.119426j,+0.161342-0.0165875j,-0.0261551-0.0119121j,+0.0691385-0.119426j,+0.0116604-0.00834877j,-0.0261551-0.0119121j,+0.0691385-0.119426j,+0.149681-0.00824091j,-0.0261551-0.0119121j,+0.0691385-0.119426j
2013-07-01 08:36:00 PDT,+0.0177824-0.016705j,-0.0233931-0.00711164j,+0.141052-0.243646j,+0.0177824-0.016705j,-0.0233931-0.00711164j,+0.0705288-0.121821j,+0.158572-0.0165916j,-0.0233931-0.00711164j,+0.0705288-0.121821j,+0.00889052-0.00835323j,-0.0233931-0.00711164j,+0.0705288-0.121821j,+0.149681-0.00824056j,-0.0233931-0.00711164j,+0.0705288-0.121821j
2013-07-01 08:37:00 PDT,+0.0122051-0.0167142j,-0.0206126-0.00227856j,+0.143851-0.248469j,+0.0122051-0.0167142j,-0.0206126-0.00227856j,+0.0719285-0.124233j,+0.155783-0.0165959j,-0.0206126-0.00227856j,+0.0719285-0.124233j,+0.00610184-0.00835783j,-0.0206126-0.00227856j,+0.0719285-0.124233j,+0.149681-0.0082402j,-0.0206126-0.00227856j,+0.0719285-0.124233j
2013-07-01 08:38:00 PDT,+0.00659141-0.0167237j,-0.0178143+0.00258607j,+0.146669-0.253323j,+0.00659141-0.0167237j,-0.0178143+0.00258607j,+0.0733375-0.12666j,+0.152977-0.0166002j,-0.0178143+0.00258607j,+0.0733375-0.12666j,+0.00329502-0.00836257j,-0.0178143+0.00258607j,+0.0733375-0.12666j,+0.149681-0.00823985j,-0.0178143+0.00258607j,+0.0733375-0.12666j
2013-07-01 08:39:00 PDT,+0.000942762-0.0167334j,-0.0149987+0.00748116j,+0.149505-0.258207j,+0.000942762-0.0167334j,-0.0149987+0.00748116j,+0.0747554-0.129102j,+0.150152-0.0166047j,-0.0149987+0.00748116j,+0.0747554-0.129102j,+0.0004707-0.00836745j,-0.0149987+0.00748116j,+0.0747554-0.129102j,+0.149681-0.00823949j,-0.0149987+0.00748116j,+0.0747554-0.129102j
2013-07-01 08:40:00 PDT,-0.00473963-0.0167435j,-0.0121665+0.0124056j,+0.152357-0.263121j,-0.00473963-0.0167435j,-0.0121665+0.0124056j,+0.0761818-0.131558j,+0.147311-0.0166094j,-0.0121665+0.0124056j,+0.0761818-0.131558j,-0.00237049-0.00837246j,-0.0121665+0.0124056j,+0.0761818-0.131558j,+0.149681-0.00823913j,-0.0121665+0.0124056j,+0.0761818-0.131558j
2013-07-01 08:41:00 PDT,-0.0104545-0.0167537j,-0.00931842+0.0173583j,+0.155226-0.268062j,-0.0104545-0.0167537j,-0.00931842+0.0173583j,+0.0776165-0.134029j,+0.144454-0.0166141j,-0.00931842+0.0173583j,+0.0776165-0.134029j,-0.00522792-0.00837761j,-0.00931842+0.0173583j,+0.0776165-0.134029j,+0.149681-0.00823876j,-0.00931842+0.0173583j,+0.0776165-0.134029j
2013-07-01 08:42:00 PDT,-0.0162006-0.0167643j,-0.00645498+0.0223381j,+0.158112-0.27303j,-0.0162006-0.0167643j,-0.00645498+0.0223381j,+0.0790592-0.136513j,+0.141581-0.0166191j,-0.00645498+0.0223381j,+0.0790592-0.136513j,-0.00810096-0.00838291j,-0.00645498+0.0223381j,+0.0790592-0.136513j,+0.149681-0.0082384j,-0.00645498+0.0223381j,+0.0790592-0.136513j
2013-07-01 08:43:00 PDT,-0.0219766-0.0167752j,-0.00357685+0.0273441j,+0.161012-0.278024j,-0.0219766-0.0167752j,-0.00357685+0.0273441j,+0.0805095-0.13901j,+0.138693-0.0166241j,-0.00357685+0.0273441j,+0.0805095-0.13901j,-0.010989-0.00838834j,-0.00357685+0.0273441j,+0.0805095-0.13901j,+0.149681-0.00823803j,-0.00357685+0.0273441j,+0.0805095-0.13901j
2013-07-01 08:44:00 PDT,-0.0277813-0.0167863j,-0.000684665+0.032375j,+0.163927-0.283043j,-0.0277813-0.0167863j,-0.000684665+0.032375j,+0.0819671-0.141519j,+0.13579-0.0166293j,-0.000684665+0.032375j,+0.0819671-0.141519j,-0.0138913-0.00839392j,-0.000684665+0.032375j,+0.0819671-0.141519j,+0.149681-0.00823766j,-0.000684665+0.032375j,+0.0819671-0.141519j
2013-07-01 08:45:00 PDT,-0.0336134-0.0167977j,+0.00222094+0.0374298j,+0.166856-0.288085j,-0.0336134-0.0167977j,+0.00222094+0.0374298j,+0.0834317-0.14404j,+0.132874-0.0166346j,+0.00222094+0.0374298j,+0.0834317-0.14404j,-0.0168074-0.00839964j,+0.00222094+0.0374298j,+0.0834317-0.14404j,+0.149681-0.00823729j,+0.00222094+0.0374298j,+0.0834317-0.14404j
2013-07-01 08:46:00 PDT,-0.0394717-0.0168094j,+0.00513935+0.0425073j,+0.169798-0.293149j,-0.0394717-0.0168094j,+0.00513935+0.0425073j,+0.084903-0.146572j,+0.129945-0.0166401j,+0.00513935+0.0425073j,+0.084903-0.146572j,-0.0197365-0.0084055j,+0.00513935+0.0425073j,+0.084903-0.146572j,+0.149681-0.00823692j,+0.00513935+0.0425073j,+0.084903-0.146572j
2013-07-01 08:47:00 PDT,-0.0453549-0.0168214j,+0.00806993+0.0476067j,+0.172753-0.298235j,-0.0453549-0.0168214j,+0.00806993+0.0476067j,+0.0863807-0.149115j,+0.127004-0.0166457j,+0.00806993+0.0476067j,+0.0863807-0.149115j,-0.0226781-0.0084115j,+0.00806993+0.0476067j,+0.0863807-0.149115j,+0.149681-0.00823655j,+0.00806993+0.0476067j,+0.0863807-0.149115j
2013-07-01 08:48:00 PDT,-0.0512618-0.0168337j,+0.011012+0.0527266j,+0.175721-0.303342j,-0.0512618-0.0168337j,+0.011012+0.0527266j,+0.0878645-0.151669j,+0.12405-0.0166515j,+0.011012+0.0527266j,+0.0878645-0.151669j,-0.0256315-0.00841764j,+0.011012+0.0527266j,+0.0878645-0.151669j,+0.149681-0.00823617j,+0.011012+0.0527266j,+0.0878645-0.151669j
2013-07-01 08:49:00 PDT,-0.0571911-0.0168463j,+0.0139651+0.0578661j,+0.178699-0.308467j,-0.0571911-0.0168463j,+0.0139651+0.0578661j,+0.089354-0.154231j,+0.121086-0.0166574j,+0.0139651+0.0578661j,+0.089354-0.154231j,-0.0285962-0.00842393j,+0.0139651+0.0578661j,+0.089354-0.154231j,+0.149681-0.00823579j,+0.0139651+0.0578661j,+0.089354-0.154231j
2013-07-01 08:50:00 PDT,-0.0631415-0.0168591j,+0.0169284+0.0630241j,+0.181689-0.313611j,-0.0631415-0.0168591j,+0.0169284+0.0630241j,+0.0908489-0.156803j,+0.118111-0.0166634j,+0.0169284+0.0630241j,+0.0908489-0.156803j,-0.0315714-0.00843036j,+0.0169284+0.0630241j,+0.0908489-0.156803j,+0.149681-0.00823542j,+0.0169284+0.0630241j,+0.0908489-0.156803j
2013-07-01 08:51:00 PDT,-0.0691119-0.0168722j,+0.0199014+0.0681994j,+0.184689-0.318772j,-0.0691119-0.0168722j,+0.0199014+0.0681994j,+0.092349-0.159384j,+0.115125-0.0166696j,+0.0199014+0.0681994j,+0.092349-0.159384j,-0.0345566-0.00843693j,+0.0199014+0.0681994j,+0.092349-0.159384j,+0.149681-0.00823504j,+0.0199014+0.0681994j,+0.092349-0.159384j
2013-07-01 08:52:00 PDT,-0.075101-0.0168857j,+0.0228835+0.0733912j,+0.187698-0.323949j,-0.075101-0.0168857j,+0.0228835+0.0733912j,+0.0938539-0.161972j,+0.112131-0.0166759j,+0.0228835+0.0733912j,+0.0938539-0.161972j,-0.0375511-0.00844365j,+0.0228835+0.0733912j,+0.0938539-0.161972j,+0.149681-0.00823466j,+0.0228835+0.0733912j,+0.0938539-0.161972j
2013-07-01 08:53:00 PDT,-0.0811076-0.0168994j,+0.025874+0.0785981j,+0.190717-0.329141j,-0.0811076-0.0168994j,+0.025874+0.0785981j,+0.0953633-0.164568j,+0.109128-0.0166824j,+0.025874+0.0785981j,+0.0953633-0.164568j,-0.0405544-0.0084505j,+0.025874+0.0785981j,+0.0953633-0.164568j,+0.149681-0.00823427j,+0.025874+0.0785981j,+0.0953633-0.164568j
2013-07-01 08:54:00 PDT,-0.0871304-0.0169133j,+0.0288724+0.0838193j,+0.193744-0.334346j,-0.0871304-0.0169133j,+0.0288724+0.0838193j,+0.0968769-0.167171j,+0.106116-0.016689j,+0.0288724+0.0838193j,+0.0968769-0.167171j,-0.0435658-0.0084575j,+0.0288724+0.0838193j,+0.0968769-0.167171j,+0.149681-0.00823389j,+0.0288724+0.0838193j,+0.0968769-0.167171j
2013-07-01 08:55:00 PDT,-0.0931682-0.0169276j,+0.0318779+0.0890536j,+0.196778-0.339565j,-0.0931682-0.0169276j,+0.0318779+0.0890536j,+0.0983944-0.16978j,+0.103097-0.0166957j,+0.0318779+0.0890536j,+0.0983944-0.16978j,-0.0465847-0.00846464j,+0.0318779+0.0890536j,+0.0983944-0.16978j,+0.149682-0.00823351j,+0.0318779+0.0890536j,+0.0983944-0.16978j
2013-07-01 08:56:00 PDT,-0.0992198-0.0169421j,+0.0348901+0.0943j,+0.19982-0.344795j,-0.0992198-0.0169421j,+0.0348901+0.0943j,+0.0999155-0.172395j,+0.100072-0.0167026j,+0.0348901+0.0943j,+0.0999155-0.172395j,-0.0496105-0.00847192j,+0.0348901+0.0943j,+0.0999155-0.172395j,+0.149682-0.00823312j,+0.0348901+0.0943j,+0.0999155-0.172395j
2013-07-01 08:57:00 PDT,-0.105284-0.016957j,+0.0379082+0.0995574j,+0.202869-0.350036j,-0.105284-0.016957j,+0.0379082+0.0995574j,+0.10144-0.175016j,+0.0970397-0.0167096j,+0.0379082+0.0995574j,+0.10144-0.175016j,-0.0526426-0.00847934j,+0.0379082+0.0995574j,+0.10144-0.175016j,+0.149682-0.00823274j,+0.0379082+0.0995574j,+0.10144-0.175016j
2013-07-01 08:58:00 PDT,-0.111359-0.0169721j,+0.0409318+0.104825j,+0.205923-0.355287j,-0.111359-0.0169721j,+0.0409318+0.104825j,+0.102967-0.177641j,+0.094002-0.0167168j,+0.0409318+0.104825j,+0.102967-0.177641j,-0.0556803-0.0084869j,+0.0409318+0.104825j,+0.102967-0.177641j,+0.149682-0.00823235j,+0.0409318+0.104825j,+0.102967-0.177641j
2013-07-01 08:59:00 PDT,-0.117445-0.0169874j,+0.0439601+0.110101j,+0.208983-0.360546j,-0.117445-0.0169874j,+0.0439601+0.110101j,+0.104497-0.18027j,+0.0909593-0.0167241j,+0.0439601+0.110101j,+0.104497-0.18027j,-0.0587231-0.0084946j,+0.0439601+0.110101j,+0.104497-0.18027j,+0.149682-0.00823197j,+0.0439601+0.110101j,+0.104497-0.18027j
2013-07-01 09:00:00 PDT,-0.12354-0.0170031j,+0.0469926+0.115385j,+0.212047-0.365813j,-0.12354-0.0170031j,+0.0469926+0.115385j,+0.10603-0.182904j,+0.087912-0.0167315j,+0.0469926+0.115385j,+0.10603-0.182904j,-0.0617704-0.00850244j,+0.0469926+0.115385j,+0.10603-0.182904j,+0.149682-0.00823158j,+0.0469926+0.115385j,+0.10603-0.182904j
